nota1,nota2,nota3,final,media,periodo,coddisciplina,disciplina,matricula,situacao,erro
6.0,5.5,7.5,6.5,6.4,20121,1411188,Métodos e Software Numéricos,112110919,A,
6.0,9.0,9.0,-1.0,8.0,20121,1411188,Métodos e Software Numéricos,109210300,A,0.0
6.5,1.5,7.0,5.0,5.0,20121,1411188,Métodos e Software Numéricos,110110978,A,
9.0,9.0,9.0,-1.0,9.0,20121,1411188,Métodos e Software Numéricos,109110100,A,0.0
6.5,5.0,7.0,6.5,6.3,20121,1411188,Métodos e Software Numéricos,107110437,A,
6.5,6.0,7.0,6.5,6.5,20121,1411188,Métodos e Software Numéricos,107210030,A,
6.0,5.5,7.5,6.5,6.4,20121,1411188,Métodos e Software Numéricos,107210013,A,
6.5,6.0,7.0,6.5,6.5,20121,1411188,Métodos e Software Numéricos,111210057,A,
8.0,8.0,8.0,-1.0,8.0,20121,1411188,Métodos e Software Numéricos,108110024,A,0.0
8.0,8.0,7.5,-1.0,7.8,20121,1411188,Métodos e Software Numéricos,108110020,A,0.0333333333333
7.5,5.0,4.0,5.5,5.5,20121,1411188,Métodos e Software Numéricos,108210022,A,
7.5,5.0,4.0,5.5,5.5,20121,1411188,Métodos e Software Numéricos,108210030,A,
6.5,6.0,7.0,6.5,6.5,20121,1411188,Métodos e Software Numéricos,111110122,A,
9.0,9.0,9.0,-1.0,9.0,20121,1411188,Métodos e Software Numéricos,108110007,A,0.0
8.0,8.0,8.0,-1.0,8.0,20121,1411188,Métodos e Software Numéricos,108110005,A,0.0
8.0,8.0,8.0,-1.0,8.0,20121,1411188,Métodos e Software Numéricos,108110003,A,0.0
8.5,8.5,8.5,-1.0,8.5,20121,1411188,Métodos e Software Numéricos,108110001,A,0.0
6.5,2.5,7.0,5.5,5.4,20121,1411188,Métodos e Software Numéricos,109110112,A,
6.5,6.0,7.0,6.5,6.5,20121,1411188,Métodos e Software Numéricos,110210045,A,
10.0,5.0,6.0,-1.0,7.0,20122,1411188,Métodos e Software Numéricos,108210202,A,0.0
7.0,9.0,7.7,-1.0,7.9,20122,1411188,Métodos e Software Numéricos,111110923,A,8.881784197e-16
10.0,8.0,9.5,-1.0,9.2,20122,1411188,Métodos e Software Numéricos,109110029,A,0.0333333333333
7.5,6.0,8.6,-1.0,7.4,20122,1411188,Métodos e Software Numéricos,111210113,A,0.0333333333333
7.0,9.0,7.7,-1.0,7.9,20122,1411188,Métodos e Software Numéricos,109150038,A,8.881784197e-16
10.0,8.0,9.5,-1.0,9.2,20122,1411188,Métodos e Software Numéricos,109110119,A,0.0333333333333
10.0,7.5,9.0,-1.0,8.8,20122,1411188,Métodos e Software Numéricos,109110118,A,0.0333333333333
5.5,7.0,7.8,6.8,6.8,20122,1411188,Métodos e Software Numéricos,110110069,A,
5.5,7.0,8.5,-1.0,7.0,20122,1411188,Métodos e Software Numéricos,110110118,A,0.0
10.0,5.0,6.0,-1.0,7.0,20122,1411188,Métodos e Software Numéricos,108210004,A,0.0
5.5,7.0,8.5,-1.0,7.0,20122,1411188,Métodos e Software Numéricos,110110123,A,0.0
9.0,4.5,8.8,-1.0,7.4,20122,1411188,Métodos e Software Numéricos,109110054,A,0.0333333333333
7.5,6.0,8.6,-1.0,7.4,20122,1411188,Métodos e Software Numéricos,109110073,A,0.0333333333333
7.5,6.0,8.6,-1.0,7.4,20122,1411188,Métodos e Software Numéricos,109110070,A,0.0333333333333
9.0,5.0,8.5,-1.0,7.5,20122,1411188,Métodos e Software Numéricos,108110016,A,0.0
4.0,5.5,8.0,7.8,6.6,20122,1411188,Métodos e Software Numéricos,109210029,A,
10.0,8.5,9.6,-1.0,9.4,20122,1411188,Métodos e Software Numéricos,109110075,A,0.0333333333333
5.5,7.0,8.5,-1.0,7.0,20122,1411188,Métodos e Software Numéricos,111110893,A,0.0
10.0,5.0,6.0,-1.0,7.0,20122,1411188,Métodos e Software Numéricos,112210088,A,0.0
7.0,9.0,7.7,-1.0,7.9,20122,1411188,Métodos e Software Numéricos,109150027,A,8.881784197e-16
4.0,5.8,10.0,6.6,6.6,20122,1411188,Métodos e Software Numéricos,111210450,A,
9.0,4.5,8.8,-1.0,7.4,20122,1411188,Métodos e Software Numéricos,108210354,A,0.0333333333333
4.0,5.8,10.0,6.6,6.6,20122,1411188,Métodos e Software Numéricos,112110037,A,
4.0,5.8,10.0,6.6,6.6,20122,1411188,Métodos e Software Numéricos,112210120,A,
10.0,8.5,9.6,-1.0,9.4,20122,1411188,Métodos e Software Numéricos,111110938,A,0.0333333333333
10.0,8.5,9.6,-1.0,9.4,20122,1411188,Métodos e Software Numéricos,109110085,A,0.0333333333333
10.0,8.0,9.5,-1.0,9.2,20122,1411188,Métodos e Software Numéricos,109110084,A,0.0333333333333
10.0,8.0,9.5,-1.0,9.2,20122,1411188,Métodos e Software Numéricos,109110120,A,0.0333333333333
10.0,8.5,9.6,-1.0,9.4,20122,1411188,Métodos e Software Numéricos,109110122,A,0.0333333333333
9.0,7.0,6.5,-1.0,7.5,20122,1411188,Métodos e Software Numéricos,112210874,A,0.0
7.0,9.0,7.7,-1.0,7.9,20122,1411188,Métodos e Software Numéricos,109150001,A,8.881784197e-16
9.0,7.0,6.5,-1.0,7.5,20122,1411188,Métodos e Software Numéricos,107210010,A,0.0
10.0,5.0,6.0,-1.0,7.0,20122,1411188,Métodos e Software Numéricos,112210460,A,0.0
7.0,9.0,7.7,-1.0,7.9,20122,1411188,Métodos e Software Numéricos,111210042,A,8.881784197e-16
5.5,7.0,8.5,-1.0,7.0,20122,1411188,Métodos e Software Numéricos,111110074,A,0.0
9.0,7.0,6.5,-1.0,7.5,20122,1411188,Métodos e Software Numéricos,112110080,A,0.0
10.0,8.0,9.5,-1.0,9.2,20122,1411188,Métodos e Software Numéricos,109110063,A,0.0333333333333
10.0,5.0,6.0,-1.0,7.0,20122,1411188,Métodos e Software Numéricos,108210211,A,0.0
9.0,4.5,8.8,-1.0,7.4,20122,1411188,Métodos e Software Numéricos,109110065,A,0.0333333333333
9.0,5.0,8.5,-1.0,7.5,20122,1411188,Métodos e Software Numéricos,108210312,A,0.0
7.5,6.0,8.6,-1.0,7.4,20122,1411188,Métodos e Software Numéricos,109110066,A,0.0333333333333
7.5,6.0,8.6,-1.0,7.4,20122,1411188,Métodos e Software Numéricos,109110808,A,0.0333333333333
9.0,8.5,8.5,-1.0,8.8,20112,1411188,Métodos e Software Numéricos,108110002,A,0.133333333333
3.0,6.0,8.0,7.5,6.3,20112,1411188,Métodos e Software Numéricos,111110902,A,
7.25,7.75,7.5,-1.0,7.4,20112,1411188,Métodos e Software Numéricos,107210004,A,0.1
7.25,7.75,7.5,-1.0,7.4,20112,1411188,Métodos e Software Numéricos,107210007,A,0.1
4.25,5.5,6.25,5.5,5.4,20112,1411188,Métodos e Software Numéricos,104210032,A,
6.75,7.0,7.0,7.5,7.1,20112,1411188,Métodos e Software Numéricos,108110019,A,
7.25,7.75,7.5,-1.0,7.4,20112,1411188,Métodos e Software Numéricos,110110124,A,0.1
9.0,8.5,8.5,-1.0,8.8,20112,1411188,Métodos e Software Numéricos,108110010,A,0.133333333333
6.75,7.0,7.0,7.5,7.1,20112,1411188,Métodos e Software Numéricos,108110501,A,
5.25,7.75,7.25,6.5,6.4,20112,1411188,Métodos e Software Numéricos,111210419,A,
6.25,5.5,6.25,7.0,6.6,20112,1411188,Métodos e Software Numéricos,106210165,A,
5.0,6.0,7.0,7.5,6.6,20112,1411188,Métodos e Software Numéricos,107110434,A,
3.0,6.0,8.0,7.5,6.3,20112,1411188,Métodos e Software Numéricos,111110914,A,
7.25,7.75,7.5,-1.0,7.4,20112,1411188,Métodos e Software Numéricos,107210016,A,0.1
7.25,7.75,7.5,-1.0,7.4,20112,1411188,Métodos e Software Numéricos,107210032,A,0.1
4.25,5.5,6.25,5.5,5.4,20112,1411188,Métodos e Software Numéricos,111110916,A,
5.25,7.75,7.25,6.5,6.4,20112,1411188,Métodos e Software Numéricos,107210012,A,
5.25,7.75,7.25,6.5,6.4,20112,1411188,Métodos e Software Numéricos,107210011,A,
9.0,8.5,8.5,-1.0,8.8,20112,1411188,Métodos e Software Numéricos,108110025,A,0.133333333333
6.75,7.0,7.0,7.5,7.1,20112,1411188,Métodos e Software Numéricos,108110021,A,
6.75,7.0,7.0,7.5,7.1,20112,1411188,Métodos e Software Numéricos,108110009,A,
9.0,8.5,8.5,-1.0,8.8,20112,1411188,Métodos e Software Numéricos,109210015,A,0.133333333333
6.25,5.5,6.25,7.0,6.6,20112,1411188,Métodos e Software Numéricos,108110004,A,
6.75,7.0,7.0,7.5,7.1,20112,1411188,Métodos e Software Numéricos,108110028,A,
9.0,8.5,8.5,-1.0,8.8,20112,1411188,Métodos e Software Numéricos,108210334,A,0.133333333333
4.25,5.5,6.25,5.5,5.4,20112,1411188,Métodos e Software Numéricos,111210404,A,
6.25,5.5,6.25,7.0,6.6,20112,1411188,Métodos e Software Numéricos,107110030,A,
5.25,7.75,7.25,6.5,6.4,20112,1411188,Métodos e Software Numéricos,110110093,A,
5.0,6.0,7.0,7.5,6.6,20112,1411188,Métodos e Software Numéricos,107110017,A,
6.25,5.5,5.25,6.8,6.2,20112,1411188,Métodos e Software Numéricos,106210176,A,
2.9,6.4,5.2,5.7,5.2,20111,1411167,Programação I,110210394,A,
0.8,3.0,2.0,-1.0,2.0,20111,1411167,Programação I,110210396,R,
6.3,1.6,6.3,0.6,3.1,20111,1411167,Programação I,110210392,R,
7.3,6.9,6.6,-1.0,7.0,20111,1411167,Programação I,110210393,A,0.0666666666667
7.9,8.0,5.0,-1.0,7.4,20111,1411167,Programação I,110110063,A,0.433333333333
8.7,7.4,9.5,-1.0,8.3,20111,1411167,Programação I,111110121,A,0.233333333333
5.2,6.9,0.0,9.0,6.5,20111,1411167,Programação I,111110120,A,
8.1,8.0,5.0,-1.0,7.4,20111,1411167,Programação I,111110127,A,0.366666666667
9.7,9.1,9.3,-1.0,9.4,20111,1411167,Programação I,111110126,A,0.0333333333333
5.2,0.8,7.3,0.7,2.7,20111,1411167,Programação I,110210099,R,
5.5,7.0,7.0,8.0,7.0,20111,1411167,Programação I,111110124,A,
5.9,3.0,0.0,-1.0,3.7,20111,1411167,Programação I,111110129,R,
9.0,9.5,9.5,-1.0,9.3,20111,1411167,Programação I,111110128,A,0.0333333333333
7.2,3.3,0.0,7.1,5.5,20111,1411167,Programação I,110210092,A,
1.8,4.4,7.3,1.0,2.9,20111,1411167,Programação I,110210495,R,
6.6,6.6,1.3,7.9,6.5,20111,1411167,Programação I,111110896,A,
8.0,8.5,9.5,-1.0,8.5,20111,1411167,Programação I,111110895,A,0.166666666667
5.0,1.7,0.0,-1.0,2.8,20111,1411167,Programação I,111110894,R,
6.5,7.8,8.4,-1.0,7.5,20111,1411167,Programação I,111110898,A,0.0666666666667
8.4,7.9,9.6,-1.0,8.4,20111,1411167,Programação I,111110921,A,0.233333333333
7.5,7.5,8.3,-1.0,7.7,20111,1411167,Programação I,111110135,A,0.0666666666667
9.4,8.6,8.3,-1.0,8.8,20111,1411167,Programação I,111110130,A,0.0333333333333
8.6,8.1,8.5,-1.0,8.4,20111,1411167,Programação I,111110133,A,0.0
6.6,6.8,5.3,5.4,6.0,20111,1411167,Programação I,110210560,A,
2.8,5.3,1.8,-1.0,3.7,20111,1411167,Programação I,110210558,R,
5.8,2.6,7.0,5.5,5.1,20111,1411167,Programação I,111110905,A,
4.5,6.8,0.0,-1.0,2.8,20111,1411167,Programação I,111110904,R,
8.8,6.5,4.8,-1.0,7.0,20111,1411167,Programação I,111110907,A,0.3
2.2,4.7,0.0,-1.0,2.9,20111,1411167,Programação I,111110901,R,
7.6,8.4,4.5,-1.0,7.3,20111,1411167,Programação I,111110900,A,0.466666666667
5.5,1.6,3.5,-1.0,3.7,20111,1411167,Programação I,111110908,R,
0.9,2.6,8.3,-1.0,3.1,20111,1411167,Programação I,111150279,R,
3.2,6.8,2.8,5.8,5.1,20111,1411167,Programação I,110210103,A,
3.2,6.8,7.0,5.7,5.6,20111,1411167,Programação I,110210104,A,
6.8,2.2,1.8,2.8,3.6,20111,1411167,Programação I,110210107,R,
5.7,6.4,1.8,7.9,6.3,20111,1411167,Programação I,110210109,A,
2.3,5.7,0.0,-1.0,3.4,20111,1411167,Programação I,111110915,R,
9.2,8.1,8.6,-1.0,8.6,20111,1411167,Programação I,111110912,A,0.0333333333333
9.0,7.7,8.3,-1.0,8.3,20111,1411167,Programação I,111110911,A,0.0333333333333
8.8,7.7,6.6,-1.0,7.9,20111,1411167,Programação I,111110919,A,0.2
9.0,9.0,9.0,-1.0,9.0,20111,1411167,Programação I,111110092,A,0.0
7.0,5.7,6.5,7.5,6.8,20111,1411167,Programação I,111110091,A,
7.7,7.6,8.3,-1.0,7.8,20111,1411167,Programação I,111110090,A,0.0666666666667
7.6,7.0,5.8,-1.0,7.0,20111,1411167,Programação I,111110096,A,0.2
1.4,4.3,0.0,-1.0,2.1,20111,1411167,Programação I,111110085,R,
4.6,6.2,6.0,4.9,5.3,20111,1411167,Programação I,111150282,A,
8.1,8.3,8.3,-1.0,8.2,20111,1411167,Programação I,111150283,A,0.0333333333333
3.7,6.1,0.0,6.9,5.2,20111,1411167,Programação I,111150280,A,
7.8,8.0,8.5,-1.0,8.0,20111,1411167,Programação I,111110060,A,0.1
7.6,4.9,8.8,8.7,7.6,20111,1411167,Programação I,110210113,A,
6.7,6.6,8.4,-1.0,7.0,20111,1411167,Programação I,111110929,A,0.233333333333
6.9,6.3,5.0,8.6,7.2,20111,1411167,Programação I,111110928,A,
5.7,2.2,9.2,0.0,3.1,20111,1411167,Programação I,110210117,R,
6.9,6.3,6.8,4.7,5.8,20111,1411167,Programação I,111110922,A,
7.3,6.0,1.8,5.3,5.5,20111,1411167,Programação I,110210118,A,
6.0,7.8,7.6,-1.0,7.1,20111,1411167,Programação I,111110926,A,0.0333333333333
7.9,8.2,7.5,-1.0,8.0,20111,1411167,Programação I,111110925,A,0.133333333333
9.1,6.9,6.5,-1.0,7.6,20111,1411167,Programação I,111110089,A,0.1
6.9,8.2,5.2,-1.0,7.1,20111,1411167,Programação I,110210615,A,0.333333333333
7.0,9.0,5.5,-1.0,7.4,20111,1411167,Programação I,110210614,A,0.233333333333
8.5,8.4,1.2,-1.0,7.0,20111,1411167,Programação I,111110087,A,0.966666666667
7.7,9.9,8.2,-1.0,8.6,20111,1411167,Programação I,111110080,A,0.0
1.1,4.1,4.4,-1.0,3.1,20111,1411167,Programação I,110210613,R,
9.0,9.0,9.5,-1.0,9.1,20111,1411167,Programação I,111110083,A,0.0666666666667
5.2,0.4,1.3,-1.0,2.7,20111,1411167,Programação I,110210069,R,
5.0,4.5,5.3,8.7,6.4,20111,1411167,Programação I,110210065,A,
7.0,2.8,2.8,6.6,5.5,20111,1411167,Programação I,110210124,A,
9.2,9.5,7.5,-1.0,9.0,20111,1411167,Programação I,111110939,A,0.266666666667
0.9,3.6,1.5,-1.0,2.2,20111,1411167,Programação I,111110935,R,
6.6,7.5,6.8,-1.0,7.0,20111,1411167,Programação I,111110931,A,0.0333333333333
1.2,2.5,1.5,-1.0,1.8,20111,1411167,Programação I,111110933,R,
0.5,3.8,7.0,-1.0,3.3,20111,1411167,Programação I,111150427,R,
9.6,9.8,10.0,-1.0,9.8,20111,1411167,Programação I,111110071,A,1.7763568394e-15
7.4,7.5,6.0,-1.0,7.2,20111,1411167,Programação I,111110070,A,0.233333333333
8.3,9.2,9.0,-1.0,8.8,20111,1411167,Programação I,110210053,A,0.0333333333333
1.7,3.4,1.5,-1.0,2.4,20111,1411167,Programação I,110210054,R,
6.6,7.9,6.8,-1.0,7.2,20111,1411167,Programação I,110210058,A,0.1
8.7,6.4,5.3,-1.0,7.2,20111,1411167,Programação I,110210580,A,0.4
8.7,7.7,8.5,-1.0,8.2,20111,1411167,Programação I,111110941,A,0.1
5.6,2.0,6.5,8.8,6.2,20111,1411167,Programação I,111110940,A,
8.9,6.3,8.5,-1.0,7.9,20111,1411167,Programação I,111110100,A,8.881784197e-16
9.3,8.8,9.0,-1.0,9.1,20111,1411167,Programação I,111110103,A,0.0666666666667
5.5,8.0,8.5,-1.0,7.0,20111,1411167,Programação I,111110063,A,0.333333333333
8.2,7.4,0.0,6.2,6.2,20111,1411167,Programação I,110110120,A,
7.4,8.1,9.7,-1.0,8.2,20111,1411167,Programação I,111150551,A,0.2
8.1,8.5,0.0,8.8,7.5,20111,1411167,Programação I,111110066,A,
7.1,8.7,3.7,-1.0,7.0,20111,1411167,Programação I,111110064,A,0.5
5.8,6.3,8.0,4.5,5.7,20111,1411167,Programação I,111150493,A,
6.4,8.6,5.5,-1.0,7.0,20111,1411167,Programação I,110210639,A,0.166666666667
6.7,4.4,6.8,5.4,5.7,20111,1411167,Programação I,111110069,A,
3.6,5.7,4.0,3.6,4.2,20111,1411167,Programação I,111150494,R,
8.1,7.8,8.8,-1.0,8.1,20111,1411167,Programação I,110210046,A,0.133333333333
7.3,3.5,7.3,6.4,5.9,20111,1411167,Programação I,110210559,A,
6.6,2.5,3.0,4.4,4.4,20111,1411167,Programação I,110210383,R,
3.3,5.1,3.5,-1.0,2.5,20111,1411167,Programação I,110210382,R,
4.1,6.5,6.8,4.2,5.1,20111,1411167,Programação I,110210381,A,
7.2,3.6,1.3,0.0,2.9,20111,1411167,Programação I,110210387,R,
5.6,7.1,2.8,5.3,5.5,20111,1411167,Programação I,110210557,A,
7.2,7.9,2.5,8.1,7.1,20111,1411167,Programação I,110210384,A,
9.4,7.7,8.6,-1.0,8.5,20111,1411167,Programação I,111110118,A,0.0666666666667
6.5,6.9,4.3,3.3,5.0,20111,1411167,Programação I,111110116,A,
9.1,8.4,9.7,-1.0,8.9,20111,1411167,Programação I,111110114,A,0.166666666667
7.7,7.6,4.3,-1.0,7.0,20111,1411167,Programação I,111110113,A,0.466666666667
7.7,6.1,1.3,8.0,6.7,20111,1411167,Programação I,110210130,A,
2.3,6.3,0.0,-1.0,3.6,20111,1411167,Programação I,111150285,R,
6.45,7.3,8.7,-1.0,7.6,20121,1411167,Programação I,112110924,A,0.116666666667
8.85,9.6,5.0,-1.0,8.9,20121,1411167,Programação I,112110929,A,1.08333333333
3.2,4.65,3.85,1.4,3.4,20121,1411167,Programação I,111150279,R,
9.15,6.4,8.25,-1.0,8.3,20121,1411167,Programação I,112110055,A,0.366666666667
4.85,5.55,3.15,6.4,5.6,20121,1411167,Programação I,112110057,A,
5.65,4.65,5.25,2.9,4.6,20121,1411167,Programação I,112110050,R,
5.55,7.65,4.5,6.7,6.2,20121,1411167,Programação I,112110051,A,
1.65,1.65,0.0,-1.0,0.7,20121,1411167,Programação I,112150916,R,
1.5,2.0,5.35,-1.0,3.2,20121,1411167,Programação I,111210943,R,
4.23333333333,6.46666666667,6.9,9.2,6.8,20121,1411167,Programação I,112110955,A,
2.85,4.15,5.8,4.1,4.4,20121,1411167,Programação I,112110954,R,
6.2,3.55,4.4,4.8,5.5,20121,1411167,Programação I,111210102,A,
5.2,7.05,7.65,9.7,7.7,20121,1411167,Programação I,112110956,A,
6.05,7.6,4.4,8.2,7.1,20121,1411167,Programação I,112110958,A,
3.7,2.5,5.15,2.4,4.3,20121,1411167,Programação I,111210064,R,
5.65,7.9,8.6,-1.0,7.3,20121,1411167,Programação I,112110106,A,0.0833333333333
9.05,9.15,5.0,-1.0,9.5,20121,1411167,Programação I,112110103,A,1.76666666667
7.65,8.8,5.0,-1.0,8.1,20121,1411167,Programação I,112110101,A,0.95
6.0,6.35,8.35,7.6,6.9,20121,1411167,Programação I,112110020,A,
5.4,3.9,1.0,4.7,4.6,20121,1411167,Programação I,112110025,R,
8.0,4.8,7.3,-1.0,7.1,20121,1411167,Programação I,112110024,A,0.4
9.6,9.7,7.3,-1.0,8.8,20121,1411167,Programação I,112110108,A,0.0666666666667
5.3,7.56666666667,8.93333333333,9.3,7.4,20121,1411167,Programação I,112110943,A,
9.4,7.8,9.3,-1.0,9.0,20121,1411167,Programação I,112110940,A,0.166666666667
4.5,5.75,3.35,8.9,6.4,20121,1411167,Programação I,112110941,A,
8.45,9.15,5.0,-1.0,8.8,20121,1411167,Programação I,112110947,A,1.26666666667
4.95,6.05,8.45,8.7,7.1,20121,1411167,Programação I,112110944,A,
8.95,7.85,3.55,-1.0,8.8,20121,1411167,Programação I,112110945,A,2.01666666667
5.0,7.85,8.15,6.5,6.5,20121,1411167,Programação I,112110948,A,
7.75,8.85,5.0,-1.0,8.2,20121,1411167,Programação I,112110949,A,1.0
6.8,6.4,9.0,-1.0,7.6,20121,1411167,Programação I,111210669,A,0.2
8.25,8.4,8.7,-1.0,8.5,20121,1411167,Programação I,112110039,A,0.05
6.6,7.75,4.65,-1.0,7.2,20121,1411167,Programação I,112190146,A,0.866666666667
8.05,8.7,7.95,-1.0,8.1,20121,1411167,Programação I,112190148,A,0.133333333333
5.65,6.65,4.75,-1.0,7.0,20121,1411167,Programação I,112110036,A,1.31666666667
8.6,9.1,9.55,-1.0,9.1,20121,1411167,Programação I,112110875,A,0.0166666666667
1.0,2.0,6.2,-1.0,3.3,20121,1411167,Programação I,111250017,R,
5.45,6.1,5.9,9.7,7.2,20121,1411167,Programação I,112150921,A,
1.15,2.6,4.15,-1.0,2.7,20121,1411167,Programação I,112110085,R,
8.05,8.25,5.0,-1.0,9.0,20121,1411167,Programação I,112110084,A,1.9
4.76666666667,6.6,7.96666666667,8.7,6.7,20121,1411167,Programação I,112110083,A,
5.95,9.1,8.55,-1.0,7.6,20121,1411167,Programação I,112110081,A,0.266666666667
7.35,9.35,5.0,-1.0,7.3,20121,1411167,Programação I,112150455,A,0.0666666666667
1.4,1.25,0.0,-1.0,0.7,20121,1411167,Programação I,112150451,R,
4.55,4.35,4.0,2.7,4.2,20121,1411167,Programação I,111210787,R,
0.15,0.0,6.2,-1.0,2.5,20121,1411167,Programação I,111210405,R,
3.4,5.3,6.3,6.5,5.1,20121,1411167,Programação I,112110002,A,
6.45,5.6,2.05,8.9,7.0,20121,1411167,Programação I,112110001,A,
7.65,1.9,5.05,5.9,5.6,20121,1411167,Programação I,111210406,A,
6.95,7.15,7.75,-1.0,7.3,20121,1411167,Programação I,112110960,A,0.0166666666667
10.0,10.0,10.0,-1.0,10.0,20121,1411167,Programação I,112110090,A,0.0
6.0,8.0,4.6,9.2,7.5,20121,1411167,Programação I,112110092,A,
8.95,9.1,9.7,-1.0,9.3,20121,1411167,Programação I,112110094,A,0.05
7.25,6.15,4.95,5.7,6.2,20121,1411167,Programação I,111150430,A,
6.2,7.75,4.5,7.0,6.8,20121,1411167,Programação I,112110096,A,
5.2,6.26666666667,7.16666666667,6.7,5.9,20121,1411167,Programação I,112190043,A,
1.73333333333,1.73333333333,1.4,-1.0,1.9,20121,1411167,Programação I,112190042,R,
2.25,4.4,7.75,5.1,5.0,20121,1411167,Programação I,111210096,A,
4.4,7.2,8.25,6.9,6.7,20121,1411167,Programação I,111210656,A,
4.8,6.1,3.2,5.9,5.2,20121,1411167,Programação I,112110019,A,
0.75,0.0,5.5,-1.0,2.5,20121,1411167,Programação I,111210794,R,
5.65,2.6,8.6,6.0,6.1,20121,1411167,Programação I,111210098,A,
2.8,4.8,6.4,5.0,4.6,20121,1411167,Programação I,112110917,R,
7.6,8.25,4.6,-1.0,8.0,20121,1411167,Programação I,112150922,A,1.18333333333
6.75,6.55,3.45,-1.0,7.0,20121,1411167,Programação I,112110912,A,1.41666666667
4.1,6.5,5.65,3.5,4.6,20121,1411167,Programação I,112150726,R,
3.73333333333,4.66666666667,6.13333333333,6.8,5.2,20121,1411167,Programação I,112150439,A,
5.9,5.15,1.85,9.9,7.1,20121,1411167,Programação I,112110062,A,
6.66666666667,7.4,8.13333333333,8.9,7.6,20121,1411167,Programação I,112110068,A,
3.3,4.45,7.25,5.7,5.0,20121,1411167,Programação I,112150725,A,
6.85,8.4,4.6,-1.0,7.0,20121,1411167,Programação I,112110089,A,0.383333333333
3.45,3.9,1.95,-1.0,3.4,20121,1411167,Programação I,112150453,R,
8.2,8.6,4.7,-1.0,8.6,20121,1411167,Programação I,112150735,A,1.43333333333
3.5,0.5,4.35,-1.0,3.3,20121,1411167,Programação I,112150734,R,
9.53333333333,9.56666666667,9.73333333333,-1.0,9.6,20121,1411167,Programação I,112110076,A,0.0111111111111
9.2,6.1,8.65,-1.0,8.3,20121,1411167,Programação I,112110071,A,0.316666666667
6.3,5.73333333333,6.46666666667,8.6,7.2,20121,1411167,Programação I,112110933,A,
6.3,6.45,3.45,4.9,5.9,20121,1411167,Programação I,112110937,A,
8.45,5.7,8.0,-1.0,7.7,20121,1411167,Programação I,112110936,A,0.316666666667
0.9,0.0,3.4,-1.0,1.9,20121,1411167,Programação I,112110934,R,
6.05,7.2,8.15,-1.0,7.2,20121,1411167,Programação I,112110938,A,0.0666666666667
5.3,3.4,6.0,4.7,5.5,20121,1411167,Programação I,111110119,A,
8.0,8.4,4.1,-1.0,7.8,20121,1411167,Programação I,112110048,A,0.966666666667
3.9,3.85,1.3,-1.0,3.2,20121,1411167,Programação I,112150728,R,
7.45,8.8,9.5,-1.0,8.6,20121,1411167,Programação I,112110043,A,0.0166666666667
6.5,6.3,2.9,4.3,5.5,20121,1411167,Programação I,112110047,A,
7.25,6.65,3.35,-1.0,7.4,20121,1411167,Programação I,112110044,A,1.65
5.9,8.6,5.8,-1.0,7.1,20122,1411167,Programação I,112110923,A,0.333333333333
7.4,7.3,8.3,-1.0,7.4,20122,1411167,Programação I,112210953,A,0.266666666667
9.9,7.4,9.6,-1.0,8.7,20122,1411167,Programação I,112210046,A,0.266666666667
1.2,4.4,6.6,4.8,5.0,20122,1411167,Programação I,111150279,A,
9.0,6.2,8.6,-1.0,7.7,20122,1411167,Programação I,112210045,A,0.233333333333
10.0,8.8,10.0,-1.0,9.5,20122,1411167,Programação I,112210041,A,0.1
3.3,4.1,5.5,-1.0,3.9,20122,1411167,Programação I,112211076,R,
8.3,7.7,9.9,-1.0,8.8,20122,1411167,Programação I,112110050,A,0.166666666667
5.0,4.2,1.3,-1.0,3.0,20122,1411167,Programação I,112150916,R,
10.0,8.1,9.7,-1.0,9.1,20122,1411167,Programação I,112210920,A,0.166666666667
10.0,9.0,10.0,-1.0,9.6,20122,1411167,Programação I,112210480,A,0.0666666666667
8.9,6.8,6.8,-1.0,7.0,20122,1411167,Programação I,111210943,A,0.5
5.9,5.8,4.1,4.4,5.2,20122,1411167,Programação I,112210077,A,
7.2,8.7,10.0,-1.0,9.1,20122,1411167,Programação I,112110954,A,0.466666666667
7.9,6.0,8.8,-1.0,7.5,20122,1411167,Programação I,112110959,A,0.0666666666667
9.5,8.4,9.2,-1.0,9.0,20122,1411167,Programação I,112210079,A,0.0333333333333
9.0,6.8,8.3,-1.0,7.9,20122,1411167,Programação I,112210078,A,0.133333333333
3.1,5.6,8.4,4.0,4.5,20122,1411167,Programação I,112210777,R,
7.0,7.0,8.3,-1.0,7.1,20122,1411167,Programação I,112210672,A,0.333333333333
10.0,9.3,10.0,-1.0,9.7,20122,1411167,Programação I,112110025,A,0.0666666666667
10.0,8.8,10.0,-1.0,9.5,20122,1411167,Programação I,112210065,A,0.1
4.0,4.8,7.1,1.2,3.3,20122,1411167,Programação I,112210439,R,
9.9,6.1,6.1,-1.0,7.8,20122,1411167,Programação I,112210067,A,0.433333333333
1.1,4.2,2.9,-1.0,2.7,20122,1411167,Programação I,112210060,R,
10.0,8.3,8.5,-1.0,9.1,20122,1411167,Programação I,112210068,A,0.166666666667
10.0,7.6,8.5,-1.0,8.8,20122,1411167,Programação I,112210436,A,0.1
7.0,7.0,7.1,-1.0,7.0,20122,1411167,Programação I,112210434,A,0.0333333333333
